INCIDENT_DATE,INCIDENT_TIME,UOF_NUMBER,OFFICER_ID,OFFICER_GENDER,OFFICER_RACE,OFFICER_HIRE_DATE,OFFICER_YEARS_ON_FORCE,OFFICER_INJURY,OFFICER_INJURY_TYPE,OFFICER_HOSPITALIZATION,SUBJECT_ID,SUBJECT_RACE,SUBJECT_GENDER,SUBJECT_INJURY,SUBJECT_INJURY_TYPE,SUBJECT_WAS_ARRESTED,SUBJECT_DESCRIPTION,SUBJECT_OFFENSE,REPORTING_AREA,BEAT,SECTOR,DIVISION,LOCATION_DISTRICT,STREET_NUMBER,STREET_NAME,STREET_DIRECTION,STREET_TYPE,LOCATION_FULL_STREET_ADDRESS_OR_INTERSECTION,LOCATION_CITY,LOCATION_STATE,LOCATION_LATITUDE,LOCATION_LONGITUDE,INCIDENT_REASON,REASON_FOR_FORCE,TYPE_OF_FORCE_USED1,TYPE_OF_FORCE_USED2,TYPE_OF_FORCE_USED3,TYPE_OF_FORCE_USED4,TYPE_OF_FORCE_USED5,TYPE_OF_FORCE_USED6,TYPE_OF_FORCE_USED7,TYPE_OF_FORCE_USED8,TYPE_OF_FORCE_USED9,TYPE_OF_FORCE_USED10,NUMBER_EC_CYCLES,FORCE_EFFECTIVE
3/6/16,9:02:00 PM," 32916, 32917, 32918, 32919",10313,Male,White,3/28/12,4,No,No injuries noted or visible,No,44056,Black,Male,No,"Treated by DFD, Hospital Drug Evaluation",No,Unknown Drugs,No Arrest,4345,742,740,SOUTH CENTRAL,D3,6950,Marvin D Love Service,NULL,Rd.,6950 MARVIN D LOVE SERV E,Dallas,TX,,,Service Call,Danger to self or others,Verbal Command,Taser Display at Person,Joint Locks,Held Suspect Down,,,,,,,NULL," No, No, Yes, Yes"
2/4/16,4:00:00 PM," 32006, 32443",8659,Male,White,5/20/05,11,No,No injuries noted or visible,No,21781,Black,Male,No,No injuries noted or visible,Yes,FD-Suspect w/ Gun,"Assault/FV, Warrant/Hold, Drug Possession - Misdemeanor, Other Felony Arrest",2122,313,310,SOUTHEAST,D7,4600,Elsie Faye Heggins,NULL,St.,4600 ELSIE FAYE HEGGINS ST,Dallas,TX,,,Arrest,Weapon Display,Weapon display at Person,Verbal Command,,,,,,,,,NULL," Yes, Yes"
2/4/16,4:00:00 PM," 33111, 33112",8659,Male,White,5/20/05,11,No,No injuries noted or visible,No,21781,Black,Male,No,No injuries noted or visible,Yes,FD-Suspect w/ Gun,"Assault/FV, Drug Possession - Misdemeanor, Warrant/Hold, Other Felony Arrest",2122,313,310,SOUTHEAST,D7,4600,Elsie Faye Heggins,NULL,St.,4600 ELSIE FAYE HEGGINS ST,Dallas,TX,,,Arrest,Weapon Display,Weapon display at Person,Verbal Command,,,,,,,,,NULL," Yes, Yes"
2/4/16,4:00:00 PM," 32007, 32648",10984,Male,Hispanic,3/11/15,1,No,No injuries noted or visible,No,21781,Black,Male,No,No injuries noted or visible,Yes,FD-Suspect w/ Gun,"Assault/FV, Drug Possession - Misdemeanor, Warrant/Hold, Other Felony Arrest",2122,313,310,SOUTHEAST,D7,4600,Elsie Faye Heggins,NULL,St.,4600 ELSIE FAYE HEGGINS ST,Dallas,TX,,,Arrest,Weapon Display,Weapon display at Person,Verbal Command,,,,,,,,,NULL," Yes, Yes"
2/4/16,12:01:00 AM,31990,9931,Male,White,8/19/09,6,No,No injuries noted or visible,No,35481,Hispanic,Female,No,No injuries noted or visible,Yes,Unknown,"Burglary of a Vehicle, Escape",9101,517,510,NORTHWEST,D6,0,Woolall Rodgers,NULL,Frwy.,WOODALL RODGERS FWY,Dallas,TX,,,Arrest,Arrest,Feet/Leg/Knee Strike,,,,,,,,,,NULL, Yes
1/10/16,1:34:00 PM," 31413, 31414",6751,Male,White,8/26/91,24,Yes,"PAIN, Fatigue",No,43116,White,Female,No,No injuries noted or visible,Yes,Unknown Drugs,"Theft, Resisting Arrest, Drug Possession - Felony, Drug Possession - Misdemeanor, Warrant/Hold",3008,555,550,NORTHWEST,D13,4122,LYNDON B. JOHNSON,NULL,Frwy.,4122 L B J FWY,Dallas,TX,,,Arrest,Active Aggression,Verbal Command,Joint Locks,,,,,,,,,NULL," No, No"
1/8/16,9:00:00 PM," 31428, 31429, 31430",8287,Male,Hispanic,7/19/02,13,No,No injuries noted or visible,No,43092,Black,Female,No,No injuries noted or visible,Yes,Alchohol,"DWI, Resisting Arrest",4311,433,430,SOUTHWEST,D3,5100,Spur 408 ACRD s/b,NULL,Rd.,5100 SPUR 408,Dallas,TX,,,Service Call,Arrest,Verbal Command,Joint Locks,Held Suspect Down,,,,,,,,NULL," No, Yes, Yes"
7/7/16,4:00:00 PM,35518,10704,Male,White,11/6/13,3,No,No injuries noted or visible,No,45786,Black,Female,No,No injuries noted or visible,Yes,Unknown,"Theft, Drug Possession - Felony",4063,424,420,SOUTHWEST,D6,111,COMMERCE,W,St.,111 W COMMERCE ST,Dallas,TX,32.775095,-96.821913,Arrest,Arrest,Handcuffing Take Down,,,,,,,,,,NULL, Yes
11/20/16,7:30:00 PM," 38170, 38171",11022,Female,White,6/3/15,1,No,No injuries noted or visible,No,47473,Black,Male,Yes,Laceration/Cut,Yes,Alchohol,Public Intoxication,2214,351,350,SOUTHEAST,D8,7036,Great Trinity Forest,NULL,Way,7036 GREAT TRINITY FOREST WAY,Dallas,TX,32.713056,-96.700395,Service Call,Arrest,Verbal Command,Held Suspect Down,,,,,,,,,NULL," No, Yes"
8/27/16,6:00:00 PM," 36414, 36415",10068,Male,White,1/20/10,7,No,No injuries noted or visible,No,46330,Hispanic,Male,No,No injuries noted or visible,Yes,Unknown Drugs,Public Intoxication,9608,258,250,NORTHEAST,D10,12000,Plano,NULL,Rd.,12001 PLANO RD,Dallas,TX,32.911955,-96.70048,Arrest,Active Aggression,Verbal Command,Hand/Arm/Elbow Strike,,,,,,,,,NULL," No, Yes"
8/30/16,6:30:00 PM,36636,7539,Male,Black,7/25/97,19,No,No injuries noted or visible,No,46366,Black,Female,No,No injuries noted or visible,No,Mentally unstable,Crim Trespass/Bldg/Prop,2006,124,120,CENTRAL,D14,3133,LEMMON,E,Ave.,3133 LEMMON AVE,Dallas,TX,32.806595,-96.799198,Service Call,Active Aggression,Joint Locks,,,,,,,,,,NULL, Yes
9/11/16,9:03:00 PM," 36753, 36754, 36755, 36756",11012,Male,White,5/6/15,1,No,No injuries noted or visible,No,46557,White,Male,Yes,Redness/Swelling,Yes,Alchohol,"Public Intoxication, Criminal Mischief, Fail to ID, Assault/Public Servant, Resisting Arrest",2072,133,130,CENTRAL,D14,1000,Commerce,NULL,St.,1000 COMMERCE ST,Dallas,TX,32.779044,-96.803188,Arrest,Active Aggression,Verbal Command,Take Down - Group,Held Suspect Down,Held Suspect Down,,,,,,,NULL," No, Yes, Yes, Yes"
12/18/16,9:16:00 PM," 38675, 38676, 38677, 38678",10697,Male,Hispanic,11/6/13,3,No,No injuries noted or visible,No,47808,Hispanic,Male,No,No injuries noted or visible,Yes,Alchohol and unknown drugs,"Resisting Arrest, Public Intoxication, Warrant/Hold",2049,132,130,CENTRAL,D14,300,LAMAR,N,St.,300 N LAMAR ST,Dallas,TX,32.781445,-96.804823,Arrest,Arrest,Verbal Command,Joint Locks,Take Down - Group,Held Suspect Down,,,,,,,NULL," No, No, Yes, Yes"
10/29/16,4:30:00 AM," 37725, 37726, 37739",10038,Male,Black,11/11/09,7,No,No injuries noted or visible,No,47205,Black,Male,Yes,Abrasion/Scrape,Yes,Alchohol and unknown drugs,Assault,2403,424,420,SOUTHWEST,D6,111,Commerce,NULL,St.,111 COMMERCE ST,Dallas,TX,32.775464,-96.82022,Arrest,Arrest,Take Down - Arm,Verbal Command,Take Down - Arm,,,,,,,,NULL," Yes, No, Yes"
11/11/16,12:43:00 PM," 37933, 37934, 37935",11119,Male,White,12/2/15,1,No,No injuries noted or visible,No,47345,Black,Male,No,No injuries noted or visible,Yes,None detected,"Unauthorize Use Vehicle, Burglary/Habitation, Evading Arrest",2102,151,150,CENTRAL,D2,1900,Riverfront,S,Blvd.,1900 S RIVERFRONT BLVD,Dallas,TX,32.760592,-96.795207,Arrest,Danger to self or others,Verbal Command,Hand Controlled Escort,Pressure Points,,,,,,,,NULL," No, No, No"
11/13/16,1:21:00 AM," 37968, 37969",6282,Male,White,3/26/90,27,No,No injuries noted or visible,No,47361,White,Male,No,No injuries noted or visible,No,Unknown,No Arrest,1139,141,140,CENTRAL,D14,5555,Mockingbird,E,Ln.,5555 E MOCKINGBIRD LN,Dallas,TX,32.836616,-96.772672,Service Call,Weapon Display,Weapon display at Person,Verbal Command,,,,,,,,,NULL," Yes, Yes"
9/27/16,8:00:00 PM,37065,8759,Male,White,12/16/05,11,No,No injuries noted or visible,No,46759,Black,Male,No,No injuries noted or visible,Yes,Alchohol,Public Intoxication,2088,135,130,CENTRAL,D2,1818,CORSICANA,NULL,St.,1818 CORSICANA ST,Dallas,TX,32.776076,-96.791881,Arrest,Arrest,Joint Locks,,,,,,,,,,NULL, Yes
7/10/16,7:30:00 PM," 35570, 35571, 35572",10831,Female,White,6/18/14,2,No,No injuries noted or visible,No,45815,White,Male,Yes,Treated by DFD,Yes,Alchohol and unknown drugs,"Assault, Evading Arrest",2078,153,150,CENTRAL,D2,2600,Main,NULL,St.,2600 MAIN ST,Dallas,TX,32.783391,-96.786107,Arrest,Active Aggression,Verbal Command,Taser Display at Person,Taser,,,,,,,,1," No, No, Yes"
7/31/16,9:20:00 PM," 35929, 35930, 35931",10697,Male,Hispanic,11/6/13,3,No,No injuries noted or visible,No,46016,Black,Male,No,No injuries noted or visible,Yes,Mentally unstable,"Evading Arrest, Fail to ID",2049,132,130,CENTRAL,D14,500,GRIFFIN,N,St.,500 N GRIFFIN ST,Dallas,TX,32.782631,-96.803756,Arrest,Arrest,Weapon display at Person,Held Suspect Down,Verbal Command,,,,,,,,NULL," Yes, Yes, Yes"
8/19/16,1:33:00 PM,36236,6073,Male,White,7/5/89,27,No,No injuries noted or visible,No,46240,White,Male,Yes,"Puncture, Abrasion/Scrape",Yes,FD-Unknown if Armed,"Criminal Mischief, Evading Arrest, Warrant/Hold",3041,534,530,NORTHWEST,D6,2657,Anjon,NULL,St.,2647 MANANA DR,Dallas,TX,32.873808,-96.88629,Arrest,Active Aggression,Taser,,,,,,,,,,1, Limited
12/1/16,5:30:00 PM,38405,10903,Male,White,10/8/14,2,No,No injuries noted or visible,No,47619,Black,Male,No,No injuries noted or visible,Yes,Mentally unstable,APOWW,1180,224,220,NORTHEAST,D7,2970,Peavy,NULL,Rd.,2970 PEAVY RD,Dallas,TX,32.809544,-96.683599,Service Call,Weapon Display,Weapon display at Person,,,,,,,,,,NULL, Yes
12/16/16,4:00:00 PM," 38657, 38658",10871,Male,Black,8/13/14,2,No,No injuries noted or visible,No,15659,NULL,Female,No,No injuries noted or visible,Yes,Alchohol,APOWW,4360,744,740,SOUTH CENTRAL,D8,2950,Camp Wisdom,W,Rd.,2950 W CAMP WISDOM RD,Dallas,TX,32.662056,-96.867527,Arrest,Arrest,Hand/Arm/Elbow Strike,Take Down - Body,,,,,,,,,NULL," Yes, Yes"
12/9/16,10:26:00 PM," 38549, 38550, 38551",10459,Male,Hispanic,9/26/12,4,No,No injuries noted or visible,No,47729,Hispanic,Male,No,No injuries noted or visible,Yes,Alchohol,"DWI, Warrant/Hold",4227,717,710,SOUTH CENTRAL,D4,3600,PROSPERITY,NULL,Ave.,3600 PROSPERITY AVE,Dallas,TX,32.717228,-96.765223,Arrest,Arrest,Verbal Command,BD - Grabbed,Take Down - Body,,,,,,,,NULL," No, No, Yes"
7/23/16,8:44:00 PM," 35831, 35832, 35833",10818,Male,White,5/7/14,2,No,No injuries noted or visible,No,45944,Black,Male,Yes,"Abrasion/Scrape, Bruise, Hospitalized, Taser Burn Marks",Yes,Unknown Drugs,APOWW,2047,131,130,CENTRAL,D14,2323,FIELD,N,St.,2323 N FIELD ST,Dallas,TX,32.788767,-96.806798,Arrest,Active Aggression,Verbal Command,Taser Display at Person,Taser,,,,,,,,1," No, No, Yes"
8/25/16,11:30:00 PM," 36483, 36484, 36485",9709,Male,Hispanic,1/7/09,8,No,No injuries noted or visible,No,46362,Black,Male,Yes,"Abrasion/Scrape, Injury Not Related to Force",Yes,None detected,"Evading Arrest, Other Felony Arrest, Drug Possession - Felony",3025,534,530,NORTHWEST,D6,2400,Walnut Ridge,NULL,St.,2400 WALNUT RIDGE ST,Dallas,TX,32.88391,-96.89744,Arrest,Arrest,Verbal Command,BD - Grabbed,Held Suspect Down,,,,,,,,NULL," No, Yes, Yes"
9/6/16,7:23:00 PM," 36624, 36626, 36629",10697,Male,Hispanic,11/6/13,3,No,No injuries noted or visible,No,46467,Hispanic,Female,No,No injuries noted or visible,No,Mentally unstable,No Arrest,2072,133,130,CENTRAL,D14,1000,Commerce,NULL,St.,1000 COMMERCE ST,Dallas,TX,32.779044,-96.803188,Service Call,Detention/Frisk,Verbal Command,BD - Tripped,Joint Locks,,,,,,,,NULL," No, Yes, Yes"
9/27/16,11:45:00 PM," 37085, 37086",6968,Male,Hispanic,4/20/87,29,No,No injuries noted or visible,No,46761,Black,Male,No,No injuries noted or visible,Yes,Alchohol and unknown drugs,"Fail to ID, Resisting Search and Transport, Warrant/Hold",2004,143,140,CENTRAL,D14,3900,CENTRAL,N,Expwy.,3900 N CENTRAL EXPY,Dallas,TX,32.80732,-96.792843,Arrest,Active Aggression,Hand/Arm/Elbow Strike,BD - Grabbed,,,,,,,,,NULL," Yes, Yes"
7/5/16,7:20:00 PM," 35505, 35506",5789,Male,Hispanic,4/14/88,28,No,No injuries noted or visible,No,45763,Black,Male,No,Non-Visible Injury/Pain,Yes,Alchohol,"Resisting Search and Transport, Other Misdemeanor Arrest",2062,134,130,CENTRAL,D14,100,Akard,N,St.,100 N AKARD ST,Dallas,TX,32.782059,-96.799965,Arrest,Arrest,Pressure Points,Held Suspect Down,,,,,,,,,NULL," No, Yes"
9/11/16,4:30:00 AM," 36717, 36718",10817,Male,Hispanic,5/7/14,2,No,No injuries noted or visible,No,46543,White,Male,No,No injuries noted or visible,No,Alchohol and unknown drugs,No Arrest,2061,133,130,CENTRAL,D14,1025,Elm,NULL,St.,1025 ELM ST,Dallas,TX,32.780711,-96.802725,Service Call,Active Aggression,Taser Display at Person,Verbal Command,,,,,,,,,NULL," Yes, Yes"
7/9/16,12:30:00 PM," 37386, 37387",6064,Male,American Ind,7/5/89,27,No,No injuries noted or visible,No,0,Black,Male,No,No injuries noted or visible,No,FD-Unknown if Armed,No Arrest,4236,445,440,SOUTHWEST,D3,225,Creekview,NULL,Dr.,3600 CREEK VIEW DR,Dallas,TX,32.708882,-96.880059,Other ( In Narrative),Danger to self or others,Weapon display at Person,Weapon display at Person,,,,,,,,,NULL," Yes, Yes"
9/7/16,10:15:00 AM," 36659, 36664, 36665",8458,Male,White,10/24/03,13,No,No injuries noted or visible,No,46494,Hispanic,Male,Yes,Injured prior to contact,Yes,FD-Unknown if Armed,Warrant/Hold,1250,332,330,SOUTHEAST,D5,7820,Tillman,NULL,St.,7820 TILLMAN ST,Dallas,TX,32.744501,-96.687854,Crime in Progress,Detention/Frisk,Verbal Command,Joint Locks,Take Down - Arm,,,,,,,,NULL," No, No, Yes"
7/3/16,6:00:00 PM," 35434, 35435, 35439",10170,Male,White,6/9/10,6,No,No injuries noted or visible,No,45721,Black,Female,Yes,Puncture,Yes,Unknown,"Assault/Public Servant, Robbery, Resisting Arrest",6012,654,650,NORTH CENTRAL,D13,8687,Central,N,Expwy.,8687 N CENTRAL EXPY,Dallas,TX,32.792713,-96.791891,Service Call,Arrest,Verbal Command,Hand Controlled Escort,Taser,,,,,,,,1," No, No, No"
12/2/16,10:10:00 PM,38433,10767,Male,White,3/12/14,3,No,No injuries noted or visible,No,43301,Black,Female,No,Injury Not Related to Force,Yes,Mentally unstable,"Drug Possession - Misdemeanor, Resisting Search and Transport, Other Felony Arrest",1180,224,220,NORTHEAST,D7,2944,Buckner,N,Blvd.,2944 N BUCKNER BLVD,Dallas,TX,32.809738,-96.684067,Arrest,Arrest,Take Down - Arm,,,,,,,,,,NULL, Yes
7/14/16,12:32:00 AM," 35624, 35625",7523,Female,White,3/20/03,13,Yes,Laceration/Cut,No,42502,Black,Male,Yes,Abrasion/Scrape,Yes,Alchohol,"Public Intoxication, Assault/Public Servant",2080,153,150,CENTRAL,D2,1600,Chestnuy,NULL,St.,1600 CHESTNUT ST,Dallas,TX,32.780825,-96.777351,Arrest,Arrest,Held Suspect Down,Taser Display at Person,,,,,,,,,NULL," Yes, No"
10/18/16,6:00:00 AM," 37580, 37581",10706,Male,Hispanic,8/13/14,2,No,No injuries noted or visible,No,47068,Black,Male,Yes,"Laceration/Cut, Injury Not Related to Force, Injured prior to contact, Treated by DFD, cut, injury not related to force, injured prior to contact, treated by DFD/ Baylor, Cut, Injury not related to force, Injured prior to contact, Treated by DFD/ Baylor",Yes,NULL,"Other Felony Arrest, Burglary/Habitation, Assault/FV",1182,145,140,CENTRAL,D2,1400,Bennett,NULL,Ave.,1400 BENNETT AVE,Dallas,TX,32.804999,-96.772838,Arrest,Active Aggression,Weapon display at Person,Taser,,,,,,,,,4," No, Limited"
11/2/16,3:36:00 PM," 37788, 37789, 37790, 37791, 37792, 37793",5170,Male,White,4/4/85,32,Yes,Bruise,No,47251,White,Male,Yes,"Taser Burn Marks, Abrasion/Scrape, Hospitalized, Hospital Drug Evaluation",Yes,Alchohol and unknown drugs,"Public Intoxication, Evading Arrest, Resisting Search and Transport",1008,631,630,NORTH CENTRAL,D11,5151,Verde Valley,NULL,Ln.,5151 VERDE VALLEY LN,Dallas,TX,32.948688,-96.821222,Arrest,Active Aggression,Verbal Command,Taser Display at Person,Taser,Taser,Baton Strike/Open Mode,Handcuffing Take Down,,,,," 2, 4"," No, No, No, No, No, Yes"
6/30/16,1:14:00 AM," 35355, 35356",10875,Female,Black,8/13/14,2,No,No injuries noted or visible,No,45680,Black,Female,No,No injuries noted or visible,Yes,Unknown,"Fail to ID, Resisting Arrest",4553,537,530,NORTHWEST,D2,2807,NORTHWEST,W,Hwy.,2807 W NORTHWEST HWY,Dallas,TX,32.857963,-96.873905,Service Call,Arrest,Handcuffing Take Down,Joint Locks,,,,,,,,,NULL," No, Yes"
12/11/16,6:40:00 PM," 38586, 38587, 38588, 38589",10724,Male,White,1/29/14,3,No,No injuries noted or visible,No,39739,Black,Male,No,No injuries noted or visible,Yes,Unknown Drugs,"Public Intoxication, Drug Possession - Misdemeanor",2060,131,130,CENTRAL,D14,900,Elm,NULL,St.,900 ELM ST,Dallas,TX,32.780342,-96.804504,Arrest,Arrest,Pressure Points,Verbal Command,Verbal Command,Joint Locks,,,,,,,NULL," Yes, Yes, No, Yes"
9/28/16,2:00:00 PM,37135,6841,Male,White,9/30/91,25,No,No injuries noted or visible,No,32344,Black,Male,No,Taser Burn Marks,Yes,Marijuana,APOWW,3006,553,550,NORTHWEST,D6,3315,high bluff,NULL,St.,3315 HIGH BLUFF DR,Dallas,TX,32.912934,-96.866487,Arrest,Danger to self or others,Taser,,,,,,,,,,3, No
8/31/16,1:00:00 AM," 37525, 37526",10703,Male,Black,11/6/13,3,No,No injuries noted or visible,No,46372,Black,Male,No,No injuries noted or visible,Yes,Unknown,"Assault/FV, Evading Arrest, Warrant/Hold",6006,611,610,NORTH CENTRAL,D12,3500,Timberglen,NULL,Rd.,3500 TIMBERGLEN RD,Dallas,TX,33.001694,-96.860897,Arrest,Arrest,BD - Grabbed,Verbal Command,,,,,,,,,NULL," Yes, No"
10/25/16,9:50:00 PM," 37683, 37684",10250,Male,White,9/29/10,6,No,No injuries noted or visible,No,47149,Black,Male,No,No injuries noted or visible,Yes,None detected,"Evading Arrest, Warrant/Hold",2086,135,130,CENTRAL,D2,700,Lamar,S,St.,700 S LAMAR ST,Dallas,TX,32.774161,-96.802725,Arrest,Arrest,Held Suspect Down,Verbal Command,,,,,,,,,NULL," Yes, No"
11/11/16,1:00:00 PM,37953,8012,Male,White,4/13/01,16,No,No injuries noted or visible,No,47354,Black,Female,No,No injuries noted or visible,Yes,Mentally unstable,APOWW,2063,134,130,CENTRAL,D14,1800,Elm,NULL,St.,1800 ELM ST,Dallas,TX,32.782042,-96.796388,Other ( In Narrative),Danger to self or others,Joint Locks,,,,,,,,,,NULL, Yes
7/26/16,2:22:00 PM," 35885, 39211",8736,Female,Hispanic,9/23/05,11,No,No injuries noted or visible,No,45981,Black,Male,No,No injuries noted or visible,Yes,FD-Suspect w/ Other Weapon,APOWW,1238,323,320,SOUTHEAST,D7,3536,Wilbarger,NULL,Dr.,3536 WILBARGER DR,Dallas,TX,32.766871,-96.660466,Service Call,Danger to self or others,Weapon display at Person,Verbal Command,,,,,,,,,NULL," Yes, No"
11/17/16,4:30:00 PM,38066,8915,Male,White,9/13/06,10,No,No injuries noted or visible,No,47432,Black,Female,No,No injuries noted or visible,Yes,Unknown,Resisting Arrest,2113,343,340,SOUTHEAST,D7,2900,Meadow,NULL,St.,2900 MEADOW ST,Dallas,TX,32.773082,-96.766021,Arrest,Arrest,BD - Tripped,,,,,,,,,,NULL, Yes
8/25/16,9:00:00 PM," 36433, 36434, 36435",11012,Male,White,5/6/15,1,No,No injuries noted or visible,No,46312,Hispanic,Male,No,No injuries noted or visible,Yes,Unknown Drugs,"Public Intoxication, Resisting Arrest, Drug Possession - Misdemeanor",2049,132,130,CENTRAL,D14,400,Lamar,N,St.,400 N LAMAR ST,Dallas,TX,32.781574,-96.804915,Arrest,Arrest,Verbal Command,Joint Locks,Held Suspect Down,,,,,,,,NULL," No, Yes, Yes"
8/18/16,9:40:00 PM," 36211, 36212, 36213",11072,Male,White,8/26/15,1,No,No injuries noted or visible,No,46223,White,Male,No,"bloody lip, Redness/Swelling",Yes,Unknown,"Burglary of a Vehicle, Evading Arrest, Warrant/Hold, Resisting Arrest",4063,424,420,SOUTHWEST,D6,111,COMMERCE,W,St.,111 W COMMERCE ST,Dallas,TX,32.775095,-96.821913,Service Call,Arrest,Take Down - Head,Held Suspect Down,Weapon display at Person,,,,,,,,NULL," Yes, Yes, Yes"
9/10/16,10:10:00 AM," 36686, 39250",7833,Male,White,11/3/99,17,Yes,Abrasion/Scrape,No,46531,Black,Male,Yes,"Injured prior to contact, Non-Visible Injury/Pain",Yes,Mentally unstable,APOWW,2208,352,350,SOUTHEAST,D8,6700,Elam,NULL,Rd.,6700 ELAM RD,Dallas,TX,32.719713,-96.706105,Call for Cover,Danger to self or others,Take Down - Body,Verbal Command,,,,,,,,,NULL," Yes, No"
8/10/16,2:35:00 AM," 36089, 36090",9927,Male,White,8/19/09,7,No,No injuries noted or visible,No,40259,Black,Male,Yes,Abrasion/Scrape,Yes,Unknown,"Unauthorize Use Vehicle, Evading Arrest",3113,541,540,NORTHWEST,D2,3100,Medical,NULL,Pkwy.,2100 MEDICAL DISTRICT DR,Dallas,TX,32.812121,-96.83213,Arrest,Arrest,BD - Pushed,Verbal Command,,,,,,,,,NULL," Yes, No"
8/31/16,1:00:00 AM," 36949, 37524",9809,Male,Black,4/15/09,7,No,No injuries noted or visible,No,46372,Black,Male,No,No injuries noted or visible,Yes,Unknown,"Assault/FV, Evading Arrest, Warrant/Hold",6006,611,610,NORTH CENTRAL,D12,3500,Timberglen,NULL,Rd.,3500 TIMBERGLEN RD,Dallas,TX,33.001694,-96.860897,Arrest,Arrest,BD - Grabbed,Verbal Command,,,,,,,,,NULL," Yes, No"
12/20/16,10:00:00 AM," 38768, 38771",6301,Male,White,4/9/90,27,No,No injuries noted or visible,No,47829,Hispanic,Male,No,No injuries noted or visible,Yes,FD-Unknown if Armed,"Resisting Search and Transport, Assault/FV",3006,553,550,NORTHWEST,D6,3461,High MEsa,NULL,Dr.,3461 HIGH MESA DR,Dallas,TX,32.914001,-96.860862,Service Call,Detention/Frisk,Verbal Command,Joint Locks,,,,,,,,,NULL," No, Yes"
10/29/16,4:36:00 AM,37895,10311,Male,White,3/28/12,5,No,No injuries noted or visible,No,47206,White,Male,No,No injuries noted or visible,No,None detected,No Arrest,2014,121,120,CENTRAL,D14,2900,McKinney,NULL,NULL,2900 MCKINNEY AVE,Dallas,TX,32.799755,-96.800853,Other ( In Narrative),Weapon Display,Weapon display at Person,,,,,,,,,,NULL, Yes
9/3/16,12:30:00 AM," 36541, 36542, 36543",9494,Male,White,6/25/08,8,No,No injuries noted or visible,No,46410,White,Female,No,No injuries noted or visible,No,Mentally unstable,No Arrest,8822,651,650,NORTH CENTRAL,D11,7808,CLODUS FIELDS,NULL,Dr.,7808 CLODUS FIELDS DR,Dallas,TX,32.913541,-96.772259,Service Call,Danger to self or others,BD - Pushed,BD - Pushed,Verbal Command,,,,,,,,NULL," Yes, Yes, No"
7/16/16,3:25:00 AM," 35664, 35665, 35666, 35667",10094,Male,White,1/20/10,6,No,No injuries noted or visible,No,45850,Hispanic,Male,No,"Injured prior to contact, Injury Not Related to Force",Yes,Mentally unstable,APOWW,1072,213,210,NORTHEAST,D13,8782,Park,NULL,Ln.,8782 PARK LN,Dallas,TX,32.86887,-96.747449,Arrest,Arrest,Hand Controlled Escort,Held Suspect Down,Take Down - Arm,Verbal Command,,,,,,,NULL," Yes, Yes, Yes, No"
9/21/16,10:30:00 AM," 36936, 36937, 36938",8149,Male,White,11/30/01,15,No,No injuries noted or visible,No,46671,Black,Male,No,No injuries noted or visible,Yes,Alchohol and unknown drugs,Public Intoxication,2073,134,130,CENTRAL,D14,1600,COMMERCE ST,NULL,St.,1600 COMMERCE ST,Dallas,TX,32.78029,-96.797297,Service Call,Arrest,Verbal Command,BD - Pushed,BD - Grabbed,,,,,,,,NULL," No, Yes, Yes"
10/2/16,5:52:00 AM," 37188, 37189",10761,Male,Black,3/12/14,3,No,No injuries noted or visible,No,46832,Hispanic,Female,No,No injuries noted or visible,Yes,Alchohol,Warrant/Hold,4299,726,720,SOUTH CENTRAL,D4,4158,BIGLOW,NULL,St.,4158 BIGLOW ST,Dallas,TX,32.699472,-96.792352,Arrest,Arrest,BD - Grabbed,Held Suspect Down,,,,,,,,,NULL," No, Yes"
6/30/16,1:14:00 AM," 35359, 35360",10930,Male,White,12/3/14,2,No,No injuries noted or visible,No,45680,Black,Female,No,No injuries noted or visible,Yes,Unknown,"Fail to ID, Resisting Arrest",4553,537,530,NORTHWEST,D2,2807,Northwest,W,Hwy.,2807 W NORTHWEST HWY,Dallas,TX,32.857963,-96.873905,Arrest,Arrest,Verbal Command,Joint Locks,,,,,,,,,NULL," No, Yes"
7/15/16,12:30:00 PM," 35669, 35670, 35673, 35675",9119,Male,Hispanic,5/30/07,9,Yes,Laceration/Cut,No,45851,Hispanic,Male,Yes,Abrasion/Scrape,Yes,Mentally unstable,"Resisting Arrest, Other Misdemeanor Arrest, Warrant/Hold",1251,332,330,SOUTHEAST,D5,7121,Lake June,NULL,Rd.,7121 LAKE JUNE RD,Dallas,TX,32.734492,-96.699209,Service Call,Arrest,BD - Grabbed,OC Spray,Verbal Command,Hand/Arm/Elbow Strike,,,,,,,NULL," No, Yes, No, No"
7/21/16,3:30:00 AM," 35791, 35792, 35793, 35794",10615,Male,Black,8/14/13,3,No,No injuries noted or visible,No,45916,Black,Female,Yes,"Abrasion/Scrape, Non-Visible Injury/Pain",Yes,Alchohol,"Public Intoxication, Resisting Arrest",4372,747,740,SOUTH CENTRAL,D8,8020,LEIGH ANN,NULL,Dr.,8020 LEIGH ANN DR,Dallas,TX,32.650251,-96.828956,Arrest,Arrest,Verbal Command,Hand Controlled Escort,Joint Locks,Take Down - Arm,,,,,,,NULL," No, No, No, Yes"
